GT_Label,AnomalyScore,RegionArea,MaxVal,RegionCount,Burn-Through,Good,Off Position,Other,Presence,Skip-Discontinuity,Splatter,Surface Porosity,Under Cut,Weld Length,CL_ConfMax,CL_ConfMargin,Row1,Col1,Row2,Col2,OD1_ClassID,OD1_Conf,OD1_Cx,OD1_Cy,OD1_W,OD1_H
Good,0.32875,552,0.32875,5,0.992653,0.003996,0.001741,0.000825,0.000756,1.6e-05,8e-06,4e-06,1e-06,0.0,0.992653,0.988657,55.161316,87.416306,316.944397,179.286942,1.0,0.967568,133.351624,186.052856,91.870636,261.783081
Good,0.367443,1087,0.367443,4,0.494611,0.469039,0.032895,0.002445,0.000923,5.3e-05,2.7e-05,4e-06,2e-06,0.0,0.494611,0.025572,53.383392,85.936928,321.651733,174.961121,1.0,0.831848,130.449024,187.517563,89.024193,268.268341
Good,0.524711,1331,0.524711,5,0.999999,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999999,0.999998,53.963867,85.645721,315.980377,181.37558,1.0,0.968434,133.510651,184.972122,95.729858,262.01651
Good,0.512488,1604,0.512488,8,0.999979,1.8e-05,2e-06,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.999979,0.999961,73.169312,91.806671,313.000153,172.913879,1.0,0.964872,132.360275,193.084732,81.107208,239.830841
Good,0.522815,1710,0.522815,8,0.999961,3.6e-05,1e-06,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.999961,0.999926,76.290047,96.561638,308.369415,165.279053,1.0,0.982417,130.920345,192.329731,68.717415,232.079369
Good,0.604979,2442,0.604979,8,0.998719,0.000735,0.000366,6.1e-05,5.9e-05,5.7e-05,2e-06,1e-06,0.0,0.0,0.998719,0.997984,70.355865,95.056946,299.577881,167.134003,1.0,0.948879,131.095474,184.966873,72.077057,229.222015
Good,0.501197,1613,0.501197,7,0.99992,7.1e-05,5e-06,3e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.99992,0.999849,72.523865,92.708237,310.581635,167.612473,1.0,0.929392,130.160355,191.55275,74.904236,238.05777
Good,0.412622,1255,0.412622,6,0.980778,0.014509,0.001836,0.001747,0.001089,3.7e-05,3e-06,1e-06,0.0,0.0,0.980778,0.966269,73.835075,97.720047,296.647461,162.474899,1.0,0.916782,130.097473,185.241268,64.754852,222.812386
Good,0.390608,1273,0.390608,4,0.552459,0.396078,0.029823,0.021143,0.000423,4.1e-05,3.1e-05,1e-06,1e-06,0.0,0.552459,0.156381,72.483284,94.596649,307.874969,170.857574,1.0,0.959842,132.727112,190.179127,76.260925,235.391685
Good,0.346259,801,0.346259,4,0.980047,0.018623,0.001079,0.000125,6.9e-05,5.2e-05,4e-06,0.0,0.0,0.0,0.980047,0.961424,63.054115,92.688431,293.935883,166.74028,1.0,0.814872,129.714355,178.494999,74.051849,230.881767
Good,0.361259,1060,0.361259,5,0.966445,0.018841,0.011588,0.00246,0.000297,0.000259,0.000103,4e-06,2e-06,0.0,0.966445,0.947604,68.949028,94.916931,292.985413,164.892151,1.0,0.86622,129.904541,180.96722,69.97522,224.036385
Good,0.368299,1196,0.368299,6,0.986983,0.009278,0.002376,0.00108,0.000193,8.1e-05,7e-06,1e-06,0.0,0.0,0.986983,0.977704,74.281464,97.960907,297.448853,161.808685,1.0,0.91988,129.884796,185.865158,63.847778,223.167389
Good,0.384966,1248,0.384966,3,0.832251,0.161156,0.003213,0.001893,0.000877,0.000515,9e-05,4e-06,1e-06,0.0,0.832251,0.671096,72.872391,96.786949,293.443909,163.906891,1.0,0.875143,130.34692,183.15815,67.119942,220.571518
Good,0.415089,767,0.415089,7,0.835563,0.05546,0.0551,0.038324,0.013682,0.001505,0.0003,3.6e-05,2.9e-05,0.0,0.835563,0.780103,69.775352,92.282448,294.037201,166.118011,1.0,0.863541,129.20023,181.906277,73.835564,224.261848
Good,0.483303,1866,0.483303,4,0.75589,0.145995,0.083402,0.006489,0.006017,0.001921,0.000269,9e-06,7e-06,0.0,0.75589,0.609896,70.799561,96.948936,290.281891,162.207428,1.0,0.889948,129.578182,180.540726,65.258492,219.48233
Good,0.386465,1130,0.386465,6,0.995526,0.002754,0.001143,0.000472,4.7e-05,3.2e-05,1.9e-05,6e-06,1e-06,0.0,0.995526,0.992771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Good,0.356763,899,0.356763,6,0.940056,0.037366,0.017443,0.002858,0.001162,0.000883,0.000188,4e-05,3e-06,0.0,0.940056,0.90269,74.151138,94.42289,301.434143,171.087494,1.0,0.857398,132.755192,187.792641,76.664604,227.283005
Good,0.400438,841,0.400438,6,0.893511,0.054939,0.035867,0.012177,0.001807,0.001533,0.000109,4.8e-05,7e-06,0.0,0.893511,0.838572,72.099457,96.345741,293.323425,165.004028,1.0,0.868684,130.674885,182.711441,68.658287,221.223969
Good,0.429628,893,0.429628,5,0.555203,0.420785,0.013304,0.007987,0.00235,0.000346,1.4e-05,9e-06,3e-06,0.0,0.555203,0.134418,72.40387,88.488464,294.363617,167.227905,1.0,0.81719,127.858185,183.383743,78.739441,221.959747
Good,0.466259,1489,0.466259,5,0.893044,0.04175,0.035655,0.022926,0.003503,0.003006,6.7e-05,2.9e-05,2e-05,0.0,0.893044,0.851294,73.305359,94.385117,304.068329,171.165695,1.0,0.922345,132.775406,188.686844,76.780579,230.76297
Good,0.424576,2439,0.424576,6,0.837504,0.157243,0.004768,0.000164,0.000153,0.00013,3.2e-05,5e-06,0.0,0.0,0.837504,0.680261,77.893517,96.110886,297.424683,163.297256,6.0,0.734302,129.704071,187.6591,67.186371,219.531166
Good,0.412155,2298,0.412155,6,0.987187,0.005225,0.00382,0.003211,0.000407,0.000123,2.4e-05,2e-06,1e-06,0.0,0.987187,0.981962,73.239105,95.633575,295.423004,162.697937,1.0,0.838016,129.165756,184.331055,67.064362,222.183899
Good,0.487913,2488,0.487913,4,0.458531,0.339723,0.194395,0.003728,0.002502,0.000949,0.000154,1.6e-05,3e-06,0.0,0.458531,0.118808,71.966354,95.282372,294.869812,163.110321,1.0,0.912994,129.196346,183.418083,67.82795,222.903458
Good,0.480921,1790,0.480921,5,0.910791,0.078629,0.00621,0.003893,0.000324,9e-05,3.7e-05,2.4e-05,1e-06,0.0,0.910791,0.832162,70.488358,95.383514,289.199768,167.689606,1.0,0.83253,131.53656,179.844063,72.306091,218.711411
Good,0.357143,961,0.357143,5,0.564822,0.325109,0.096041,0.013013,0.000881,8.5e-05,4.4e-05,3e-06,2e-06,0.0,0.564822,0.239713,72.200439,97.750343,292.813812,164.308685,1.0,0.835585,131.029514,182.507126,66.558342,220.613373
Good,0.377668,1499,0.377668,4,0.999823,6.3e-05,5.4e-05,4.4e-05,1e-05,2e-06,1e-06,1e-06,0.0,0.0,0.999823,0.99976,70.098465,96.061295,293.606567,165.99324,1.0,0.861749,131.027267,181.852516,69.931946,223.508102
Good,0.407644,1211,0.407644,4,0.999468,0.000355,8.1e-05,8e-05,1.4e-05,2e-06,0.0,0.0,0.0,0.0,0.999468,0.999113,62.483612,98.162392,282.419922,159.375488,1.0,0.73569,128.76894,172.451767,61.213097,219.93631
Good,0.330535,567,0.330535,4,0.846086,0.100375,0.040804,0.008644,0.001407,0.001393,0.001216,6.5e-05,9e-06,0.0,0.846086,0.74571,65.023918,93.581009,300.669922,172.053726,1.0,0.815242,132.817368,182.84692,78.472717,235.646004
Good,0.106932,0,0.0,1,0.999915,4.6e-05,2.5e-05,9e-06,3e-06,2e-06,1e-06,0.0,0.0,0.0,0.999915,0.999869,20.612625,98.59227,346.200684,170.634171,1.0,0.760723,134.61322,183.406654,72.041901,325.588058
Good,0.08229,0,0.0,1,0.999945,2.7e-05,1.1e-05,9e-06,3e-06,3e-06,2e-06,1e-06,0.0,0.0,0.999945,0.999918,22.364182,92.666168,345.671814,178.025269,1.0,0.89021,135.345718,184.017998,85.3591,323.307632
Good,0.22934,0,0.0,1,0.999464,0.000238,0.000203,5.5e-05,1.5e-05,1.1e-05,1e-05,4e-06,0.0,0.0,0.999464,0.999226,17.470474,98.850723,341.368042,172.272385,1.0,0.780667,135.561554,179.419258,73.421661,323.897568
Good,0.101406,0,0.0,1,0.998757,0.000943,0.000184,6.3e-05,1.8e-05,1.7e-05,1.4e-05,3e-06,0.0,0.0,0.998757,0.997814,23.524612,97.395187,344.496033,172.510696,1.0,0.926204,134.952942,184.010323,75.115509,320.97142
Good,0.160266,0,0.0,1,0.999723,0.000235,1.9e-05,1.4e-05,6e-06,3e-06,1e-06,0.0,0.0,0.0,0.999723,0.999488,23.559372,94.391129,340.664307,177.798782,1.0,0.797069,136.094955,182.111839,83.407654,317.104935
Good,0.335225,172,0.335225,1,0.99731,0.002671,8e-06,7e-06,4e-06,0.0,0.0,0.0,0.0,0.0,0.99731,0.994639,28.953476,89.84668,343.706421,178.495392,1.0,0.872395,134.171036,186.329948,88.648712,314.752945
Good,0.117669,0,0.0,1,0.999581,0.000387,2.5e-05,2e-06,2e-06,1e-06,1e-06,1e-06,0.0,0.0,0.999581,0.999194,23.071594,89.258209,348.334137,175.684631,1.0,0.661619,132.47142,185.702866,86.426422,325.262543
Good,0.104056,0,0.0,1,0.999809,9.6e-05,6.7e-05,2.4e-05,2e-06,1e-06,1e-06,0.0,0.0,0.0,0.999809,0.999713,27.580353,93.945251,342.755463,171.564606,1.0,0.800523,132.754929,185.167908,77.619354,315.17511
Good,0.086571,0,0.0,1,0.99969,0.000178,6.2e-05,4.6e-05,1.1e-05,1e-05,3e-06,1e-06,0.0,0.0,0.99969,0.999512,21.03891,101.187485,340.404572,167.596939,1.0,0.552513,134.392212,180.721741,66.409454,319.365662
Good,0.136419,0,0.0,1,0.999319,0.000437,0.00017,5.8e-05,5e-06,5e-06,4e-06,2e-06,0.0,0.0,0.999319,0.998883,24.052689,97.881386,346.4599,170.166077,1.0,0.71902,134.023731,185.256294,72.284691,322.407211
Good,0.120175,0,0.0,1,0.99995,3e-05,1.2e-05,3e-06,2e-06,2e-06,2e-06,0.0,0.0,0.0,0.99995,0.999919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Good,0.134783,0,0.0,1,0.999066,0.000806,5.6e-05,3.3e-05,2.3e-05,1.1e-05,4e-06,2e-06,0.0,0.0,0.999066,0.99826,24.906815,95.78524,345.641296,168.670044,1.0,0.852055,132.227642,185.274055,72.884804,320.734482
Good,0.113475,0,0.0,1,0.999965,1.6e-05,1.6e-05,2e-06,1e-06,1e-06,0.0,0.0,0.0,0.0,0.999965,0.999949,22.570313,93.195129,351.585114,176.691681,1.0,0.51019,134.943405,187.077713,83.496552,329.014801
Good,0.138002,0,0.0,1,0.659925,0.330925,0.005062,0.002681,0.001245,7.4e-05,6.6e-05,1.1e-05,1.1e-05,0.0,0.659925,0.329,20.085388,89.410278,349.657074,178.362457,1.0,0.775966,133.886368,184.871231,88.952179,329.571686
Good,0.213837,0,0.0,1,0.986253,0.004832,0.004626,0.00352,0.000408,0.000242,0.000112,7e-06,0.0,0.0,0.986253,0.981421,28.895386,88.073593,356.599731,179.132217,1.0,0.623457,133.602905,192.747559,91.058624,327.704346
Good,0.09198,0,0.0,1,0.999734,0.000172,5.1e-05,3.4e-05,4e-06,4e-06,0.0,0.0,0.0,0.0,0.999734,0.999561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Good,0.204132,0,0.0,1,0.995267,0.002318,0.001464,0.000761,0.000135,4.5e-05,9e-06,2e-06,0.0,0.0,0.995267,0.992949,26.097122,93.825531,353.91333,174.165344,1.0,0.643665,133.995438,190.005226,80.339813,327.816208
Good,0.206548,0,0.0,1,0.999563,0.000329,5.5e-05,3e-05,1.5e-05,6e-06,1e-06,1e-06,0.0,0.0,0.999563,0.999234,22.252655,93.749496,343.468842,170.685532,1.0,0.829043,132.217514,182.860748,76.936035,321.216187
Good,0.129047,0,0.0,1,0.998597,0.000601,0.000417,0.000185,0.000118,6.3e-05,1.2e-05,7e-06,0.0,0.0,0.998597,0.997996,22.856644,97.65448,344.430725,167.888916,1.0,0.934794,132.771698,183.643684,70.234436,321.574081
Good,0.143673,0,0.0,1,0.998372,0.000749,0.000672,0.000114,4.1e-05,3.6e-05,1.2e-05,4e-06,0.0,0.0,0.998372,0.997623,26.205124,95.36882,345.593872,170.346878,1.0,0.903824,132.857849,185.899498,74.978058,319.388748
Good,0.548281,846,0.548281,2,0.995215,0.004618,0.000105,3.1e-05,1.4e-05,9e-06,7e-06,0.0,0.0,0.0,0.995215,0.990597,23.856964,97.115005,340.233063,174.480972,1.0,0.830843,135.797989,182.045013,77.365967,316.376099
Good,0.116994,0,0.0,1,0.996168,0.001816,0.001613,0.00017,0.000114,8.5e-05,3e-05,2e-06,0.0,0.0,0.996168,0.994352,19.766464,99.1483,342.468262,167.51387,1.0,0.69814,133.331085,181.117363,68.36557,322.701797
Bad,0.429194,170,0.429194,1,0.934233,0.057954,0.005648,0.001116,0.001049,1e-06,0.0,0.0,0.0,0.0,0.934233,0.876279,93.829971,96.350281,265.233582,164.565277,5.0,0.890478,130.457779,179.531776,68.214996,171.40361
Bad,0.441345,228,0.441345,2,0.9997,0.000228,6.7e-05,4e-06,1e-06,0.0,0.0,0.0,0.0,0.0,0.9997,0.999472,98.641823,98.032761,270.887604,165.032059,5.0,0.927631,131.53241,184.764713,66.999298,172.245781
Bad,0.754557,3376,0.754557,6,0.616562,0.365578,0.008872,0.005547,0.003206,0.000226,6e-06,2e-06,1e-06,0.0,0.616562,0.250984,97.527664,98.669182,272.101868,166.031616,5.0,0.869666,132.350399,184.814766,67.362434,174.574203
Bad,0.412796,462,0.412796,2,0.608097,0.371415,0.017934,0.002361,0.000188,4e-06,0.0,0.0,0.0,0.0,0.608097,0.236682,100.045914,98.453094,272.212402,166.552094,5.0,0.939238,132.502594,186.129158,68.098999,172.166489
Bad,0.292255,38,0.292255,1,0.856998,0.095964,0.033227,0.010354,0.003409,4.2e-05,2e-06,2e-06,1e-06,0.0,0.856998,0.761034,96.788734,89.859451,273.247711,157.421677,5.0,0.883053,123.640564,185.018223,67.562225,176.458977
Bad,0.472767,465,0.472767,3,0.727951,0.205523,0.061519,0.004896,0.000107,2e-06,1e-06,0.0,0.0,0.0,0.727951,0.522427,92.033752,97.94632,276.770294,164.282593,5.0,0.906317,131.114456,184.402023,66.336273,184.736542
Bad,0.299413,43,0.299413,1,0.728616,0.221336,0.039746,0.010097,0.000111,8.7e-05,6e-06,1e-06,0.0,0.0,0.728616,0.50728,94.718323,95.676727,263.206299,165.232452,5.0,0.792122,130.45459,178.962311,69.555725,168.487976
Bad,0.443623,210,0.443623,2,0.556963,0.441403,0.001522,7e-05,4e-05,1e-06,0.0,0.0,0.0,0.0,0.556963,0.11556,96.104332,97.870224,267.383759,164.821365,5.0,0.943606,131.345795,181.744045,66.951141,171.279427
Bad,0.333198,97,0.333198,2,0.776586,0.150059,0.059091,0.009001,0.005248,1.1e-05,2e-06,1e-06,1e-06,0.0,0.776586,0.626527,95.139046,97.089684,257.727661,158.571167,5.0,0.904548,127.830425,176.433353,61.481483,162.588615
Bad,0.39069,181,0.39069,1,0.793635,0.116748,0.070243,0.012759,0.006446,0.000163,3e-06,3e-06,1e-06,0.0,0.793635,0.676887,97.344948,95.719467,265.931305,160.518509,5.0,0.905405,128.118988,181.638126,64.799042,168.586357
Bad,0.30276,183,0.30276,2,0.552124,0.398416,0.04945,7e-06,2e-06,1e-06,0.0,0.0,0.0,0.0,0.552124,0.153708,100.614952,89.14196,286.464417,171.999847,3.0,0.673973,130.570904,193.539684,82.857887,185.849464
Bad,0.301512,201,0.301512,2,0.950331,0.037127,0.010279,0.002245,1.8e-05,1e-06,0.0,0.0,0.0,0.0,0.950331,0.913204,93.15696,89.942215,283.94577,173.205276,3.0,0.65693,131.573746,188.551365,83.263062,190.788811
Bad,0.370532,696,0.370532,2,0.740112,0.25053,0.006998,0.001939,0.000402,9e-06,8e-06,2e-06,0.0,0.0,0.740112,0.489582,95.486923,84.749481,275.858398,174.400543,1.0,0.549787,129.575012,185.672661,89.651062,180.371475
Bad,0.286623,23,0.286623,1,0.892105,0.107761,8.5e-05,2.5e-05,2.1e-05,2e-06,0.0,0.0,0.0,0.0,0.892105,0.784344,101.678299,80.830482,273.853333,165.227997,3.0,0.561016,123.02924,187.765816,84.397514,172.175034
Bad,0.281768,82,0.281768,1,0.947678,0.051092,0.000647,0.00053,2.9e-05,1.9e-05,3e-06,1e-06,1e-06,0.0,0.947678,0.896586,96.539436,81.916832,275.492981,162.798187,3.0,0.886557,122.35751,186.016209,80.881355,178.953545
Bad,0.253884,19,0.253884,2,0.710221,0.286908,0.002331,0.000526,1.1e-05,3e-06,1e-06,0.0,0.0,0.0,0.710221,0.423313,93.394135,82.297691,262.075714,162.468292,1.0,0.620272,122.382992,177.734924,80.170601,168.68158
Bad,0.501933,479,0.501933,1,0.920549,0.077995,0.001243,0.000122,9.1e-05,0.0,0.0,0.0,0.0,0.0,0.920549,0.842555,93.658607,81.919861,281.978271,171.048874,3.0,0.808212,126.484367,187.818439,89.129013,188.319664
Bad,0.313717,65,0.313717,1,0.555414,0.443945,0.000228,0.000217,9.2e-05,6.8e-05,3.2e-05,4e-06,0.0,0.0,0.555414,0.11147,94.768768,81.307808,279.848267,167.752319,3.0,0.817258,124.530064,187.308517,86.444511,185.079498
Bad,0.376768,1342,0.376768,5,0.394983,0.383846,0.215834,0.002991,0.001881,0.000324,7.8e-05,6.1e-05,1e-06,0.0,0.394983,0.011138,142.93988,102.454132,266.003052,158.370575,9.0,0.996585,130.412354,204.471466,55.916443,123.063171
Bad,0.339696,373,0.339696,2,0.972653,0.023671,0.003005,0.000643,2.8e-05,0.0,0.0,0.0,0.0,0.0,0.972653,0.948981,140.164551,102.374573,261.095398,156.918182,9.0,0.996428,129.646378,200.629974,54.54361,120.930847
Bad,0.723539,3577,0.723539,6,0.974963,0.013677,0.008288,0.00212,0.000931,1e-05,7e-06,3e-06,0.0,0.0,0.974963,0.961286,141.689987,98.752609,264.275665,157.993271,9.0,0.98497,128.37294,202.982826,59.240662,122.585678
Bad,0.323766,752,0.323766,1,0.99909,0.000702,0.000135,6.4e-05,4e-06,3e-06,2e-06,0.0,0.0,0.0,0.99909,0.998388,141.56102,102.239975,261.690674,158.234695,9.0,0.997581,130.237335,201.625847,55.99472,120.129654
Bad,0.256045,27,0.256045,2,0.975589,0.012635,0.005384,0.004529,0.001628,0.000233,1e-06,1e-06,0.0,0.0,0.975589,0.962954,139.411926,102.205933,268.476105,162.666351,9.0,0.984422,132.436142,203.944016,60.460419,129.064178
Bad,0.360129,606,0.360129,1,0.990131,0.006839,0.001927,0.000533,0.000526,4.1e-05,2e-06,0.0,0.0,0.0,0.990131,0.983291,142.327057,104.717072,268.902252,162.365143,9.0,0.959929,133.541107,205.614655,57.648071,126.575195
Bad,0.36886,736,0.36886,3,0.987877,0.008911,0.001995,0.001037,9.8e-05,6.5e-05,1.6e-05,0.0,0.0,0.0,0.987877,0.978967,140.447296,102.440834,267.076935,161.671783,9.0,0.983982,132.056309,203.762115,59.230949,126.629639
Bad,0.359366,745,0.359366,1,0.996822,0.001229,0.001165,0.000735,4.2e-05,5e-06,2e-06,1e-06,0.0,0.0,0.996822,0.995592,136.7966,102.254028,270.301239,164.317169,9.0,0.994116,133.285599,203.54892,62.063141,133.504639
Bad,0.345704,823,0.345704,2,0.994709,0.002704,0.001323,0.000855,0.000399,6e-06,3e-06,0.0,0.0,0.0,0.994709,0.992005,142.328445,103.018593,265.300171,159.828552,9.0,0.984316,131.423573,203.814308,56.809959,122.971725
Bad,0.418462,1376,0.418462,3,0.844352,0.116514,0.038501,0.00058,4.4e-05,4e-06,3e-06,1e-06,0.0,0.0,0.844352,0.727838,141.34021,104.283707,263.124725,160.782822,9.0,0.992502,132.533264,202.232468,56.499115,121.784515
Bad,0.358046,931,0.358046,1,0.819793,0.147035,0.016073,0.012982,0.003966,0.000126,1.8e-05,7e-06,1e-06,0.0,0.819793,0.672759,141.116562,103.099854,263.832977,159.962585,9.0,0.997625,131.531219,202.47477,56.862732,122.716415
Bad,0.285878,65,0.285878,1,0.445974,0.348453,0.163622,0.033862,0.008024,6.4e-05,1e-06,1e-06,1e-06,0.0,0.445974,0.097521,143.987747,103.369377,266.427795,159.082031,9.0,0.989524,131.225704,205.207771,55.712654,122.440048
Bad,0.407425,1587,0.407425,2,0.974066,0.020104,0.004253,0.001427,0.000137,7e-06,5e-06,1e-06,0.0,0.0,0.974066,0.953963,142.461639,102.393501,264.256104,158.004395,9.0,0.996915,130.198948,203.358871,55.610893,121.794464
Bad,0.349861,384,0.349861,2,0.77143,0.153009,0.064211,0.009464,0.001883,1e-06,1e-06,1e-06,0.0,0.0,0.77143,0.61842,142.256149,103.278893,262.91925,158.466858,9.0,0.986767,130.872875,202.5877,55.187965,120.663101
Bad,0.241129,0,0.0,1,0.999772,0.000171,2.7e-05,1.7e-05,1.3e-05,1e-06,0.0,0.0,0.0,0.0,0.999772,0.999601,141.233063,102.141129,263.37851,159.916824,9.0,0.982913,131.028976,202.305786,57.775696,122.145447
Bad,0.361269,587,0.361269,1,0.522775,0.2996,0.112951,0.063026,0.001554,6.9e-05,2e-05,4e-06,1e-06,0.0,0.522775,0.223175,142.469574,103.331276,261.874878,157.83194,9.0,0.97755,130.581608,202.172226,54.500664,119.405304
Bad,0.377701,688,0.377701,3,0.897782,0.066519,0.02305,0.01075,0.001692,0.000199,4e-06,2e-06,1e-06,0.0,0.897782,0.831263,141.899048,101.935646,262.499298,157.314392,9.0,0.994411,129.625019,202.199173,55.378746,120.60025
Bad,0.318116,285,0.318116,4,0.92839,0.066527,0.00492,0.000154,7e-06,2e-06,0.0,0.0,0.0,0.0,0.92839,0.861863,140.913361,102.519829,261.237213,157.462311,9.0,0.995199,129.99107,201.075287,54.942482,120.323853
Bad,0.318753,128,0.318753,3,0.496483,0.203488,0.17697,0.122367,0.000682,4e-06,2e-06,2e-06,1e-06,0.0,0.496483,0.292995,141.845245,104.140427,259.739075,158.731064,9.0,0.982631,131.435745,200.79216,54.590637,117.893829
Bad,0.343291,626,0.343291,3,0.550446,0.173728,0.125828,0.117958,0.032017,1.9e-05,2e-06,0.0,0.0,0.0,0.550446,0.376718,143.306503,102.511818,264.880127,158.269608,9.0,0.985211,130.390713,204.093315,55.75779,121.573624
Bad,0.169147,0,0.0,1,0.975215,0.021752,0.002495,0.000532,5e-06,1e-06,1e-06,0.0,0.0,0.0,0.975215,0.953463,102.399925,99.339043,276.949646,172.363068,1.0,0.609771,135.851055,189.674786,73.024025,174.549721
Bad,0.23455,0,0.0,1,0.920762,0.056125,0.018609,0.003414,0.001077,1.1e-05,1e-06,0.0,0.0,0.0,0.920762,0.864637,106.365021,101.225113,272.722198,164.597427,5.0,0.765327,132.91127,189.54361,63.372314,166.357178
Bad,0.154696,0,0.0,1,0.660345,0.29983,0.022178,0.016921,0.000681,3.8e-05,3e-06,2e-06,1e-06,0.0,0.660345,0.360516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bad,0.276651,27,0.276651,1,0.511459,0.48389,0.004502,0.000124,2.5e-05,0.0,0.0,0.0,0.0,0.0,0.511459,0.027569,105.151306,85.294754,277.82312,170.823807,6.0,0.728955,128.05928,191.487213,85.529053,172.671814
Bad,0.547153,247,0.547153,1,0.603729,0.368762,0.018984,0.007954,0.000563,4e-06,3e-06,1e-06,0.0,0.0,0.603729,0.234967,105.754364,89.642494,280.067627,172.349243,6.0,0.753561,130.995869,192.910995,82.706749,174.313263
Bad,0.267175,26,0.267175,1,0.925245,0.060846,0.012477,0.001429,2e-06,0.0,0.0,0.0,0.0,0.0,0.925245,0.864399,105.102745,84.524704,274.836121,171.630356,6.0,0.744842,128.07753,189.969433,87.105652,169.733376
Bad,0.292999,43,0.292999,1,0.790238,0.206929,0.002673,0.000159,0.0,0.0,0.0,0.0,0.0,0.0,0.790238,0.58331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bad,0.335675,700,0.335675,2,0.998262,0.000886,0.00085,2e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.998262,0.997377,95.226624,85.781281,279.502991,166.604828,6.0,0.722775,126.193054,187.364807,80.823547,184.276367
Bad,0.211171,0,0.0,1,0.965901,0.025229,0.008527,0.00033,9e-06,2e-06,1e-06,0.0,0.0,0.0,0.965901,0.940673,72.939354,84.917374,279.442596,168.561325,6.0,0.719366,126.739349,176.190975,83.643951,206.503242
Bad,1.148562,56604,1.148562,1,0.951719,0.029,0.006193,0.003671,0.003402,0.002835,0.002739,0.000298,0.000127,1.6e-05,0.951719,0.92272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bad,0.260263,6,0.260263,1,0.916453,0.062512,0.020855,0.000175,4e-06,0.0,0.0,0.0,0.0,0.0,0.916453,0.853941,98.391899,97.532707,279.009125,175.58493,1.0,0.52692,136.558819,188.700512,78.052223,180.617226
Bad,0.268058,27,0.268058,1,0.742477,0.208337,0.027036,0.021732,0.000316,9.9e-05,1e-06,1e-06,1e-06,0.0,0.742477,0.53414,104.829842,100.589211,276.416901,168.009125,6.0,0.581358,134.299168,190.623371,67.419914,171.587059
Bad,0.248307,0,0.0,1,0.941243,0.046916,0.008609,0.003218,1.4e-05,0.0,0.0,0.0,0.0,0.0,0.941243,0.894327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bad,0.334448,88,0.334448,1,0.994368,0.005086,0.000526,2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.994368,0.989282,100.462524,90.614853,274.674652,168.452652,6.0,0.590452,129.533752,187.568588,77.837799,174.212128
Bad,0.244486,0,0.0,1,0.995666,0.004281,3.9e-05,9e-06,5e-06,0.0,0.0,0.0,0.0,0.0,0.995666,0.991385,96.756004,83.954269,278.972046,166.238098,3.0,0.8332,125.096184,187.864025,82.283829,182.216042
Bad,0.26931,17,0.26931,2,0.991803,0.007949,0.000241,5e-06,2e-06,0.0,0.0,0.0,0.0,0.0,0.991803,0.983853,92.203278,81.797188,277.548157,161.509277,3.0,0.777927,121.653233,184.875717,79.71209,185.344879
Bad,0.347903,576,0.347903,4,0.999897,7.2e-05,2.8e-05,3e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.999897,0.999825,95.527489,82.391739,285.588287,170.888,3.0,0.784811,126.63987,190.557888,88.496262,190.060799
Bad,0.253825,7,0.253825,1,0.612799,0.386825,0.00035,1.7e-05,1e-05,0.0,0.0,0.0,0.0,0.0,0.612799,0.225974,93.579102,84.924538,278.253754,161.998077,3.0,0.799593,123.461308,185.916428,77.07354,184.674652
Bad,0.546084,3313,0.546084,11,0.634739,0.364606,0.000643,1.2e-05,1e-06,0.0,0.0,0.0,0.0,0.0,0.634739,0.270133,91.409317,108.559769,248.219284,174.108231,5.0,0.922229,141.334,169.814301,65.548462,156.809967
Bad,0.780103,11433,0.780103,9,0.820824,0.083368,0.045955,0.045588,0.003782,0.000448,1.7e-05,1.5e-05,2e-06,0.0,0.820824,0.737456,145.258728,109.444344,295.13855,173.200989,5.0,0.90607,141.322666,220.198639,63.756645,149.879822
Bad,0.607815,5900,0.607815,9,0.990698,0.007032,0.002233,3.6e-05,1e-06,0.0,0.0,0.0,0.0,0.0,0.990698,0.983666,93.577538,109.760483,248.567657,176.571487,5.0,0.916376,143.165985,171.072598,66.811005,154.99012
Bad,0.572848,6466,0.572848,4,0.976139,0.021396,0.001535,0.00091,1.8e-05,2e-06,0.0,0.0,0.0,0.0,0.976139,0.954743,82.595726,106.933105,257.744965,182.447327,5.0,0.946877,144.690216,170.170345,75.514221,175.149239
