GT_Label,AnomalyScore,RegionArea,MaxVal,RegionCount,Burn-Through,Good,Lack of Fusion,Off Position,Other,Presence,Skip-Discontinuity,Splatter,Surface Porosity,Weld Length,CL_ConfMax,CL_ConfMargin,Burn Through,Burn Through.1,Good.1,Good.2,Lack of Fusion.1,Lack of Fusion.2,Off Position.1,Off Position.2,Other.1,Other.2,Porosity,Porosity.1,Skip Discontinuous,Skip Discontinuous.1,Splatter.1,Splatter.2,Surface Porosity.1,Surface Porosity.2,Weld Length.1,Weld LengthOD1_ClassID, OD1_Conf, OD1_CenterX, OD1_CenterY, OD1_Width, OD1_HeightOD2_ClassID, OD2_Conf
Good,0.738498,6400,0.738498,10,0.999056,0.000943,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999056,0.998112,0.0,0,0.805496,1,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1,0.805496,128.695484,118.332428,143.230186,64.344788
Good,0.72811,4789,0.72811,3,0.998889,0.001111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.998889,0.997777,0.0,0,0.917017,1,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1,0.917017,130.391399,144.356506,133.37455,55.869171
Good,0.709329,4235,0.709329,5,0.999994,6e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999994,0.999988,0.0,0,0.908017,1,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1,0.908017,130.942707,139.751465,130.994652,56.054657
Good,0.662031,3876,0.662031,4,0.99995,5e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99995,0.999899,0.0,0,0.932929,1,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1,0.932929,131.54681,143.170868,132.217415,54.229584
Good,0.548738,6227,0.548738,7,0.998685,0.001315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.998685,0.997371,0.0,0,0.895696,1,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1,0.895696,131.562771,144.484207,133.239937,54.945862
Good,0.724936,5030,0.724936,5,0.999999,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999999,0.999997,0.0,0,0.923324,1,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1,0.923324,131.107571,144.785152,134.210823,59.153328
Good,0.654552,4209,0.654552,2,0.999923,7.7e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999923,0.999846,0.0,0,0.952308,1,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1,0.952308,130.112152,144.186481,136.561584,60.491478
Good,0.686019,4502,0.686019,3,0.99987,0.00013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99987,0.999741,0.0,0,0.929945,1,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1,0.929945,132.210892,142.979202,131.560883,56.072266
Good,0.661809,4834,0.661809,4,0.998623,0.001377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.998623,0.997245,0.0,0,0.929781,1,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1,0.929781,129.972279,143.242176,134.354515,57.925377
Good,0.783706,4517,0.783706,2,0.998959,0.001041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.998959,0.997918,0.0,0,0.872425,1,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1,0.872425,130.039875,145.085205,134.599144,57.124847
Good,0.710398,4443,0.710398,2,0.997913,0.002087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.997913,0.995826,0.0,0,0.797994,1,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1,0.797994,127.845314,142.164841,133.10582,58.165558
Good,0.661368,4128,0.661368,4,0.908352,0.091647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.908352,0.816705,0.0,0,0.968743,1,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1,0.968743,130.468277,143.621918,133.272491,55.685852
Good,0.661444,4511,0.661444,4,0.999421,0.000579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999421,0.998842,0.0,0,0.94732,1,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1,0.94732,131.194412,144.68869,133.218842,57.586395
Good,0.666862,5352,0.666862,4,0.999987,1.3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999987,0.999974,0.0,0,0.744258,1,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1,0.744258,130.844822,144.732864,134.669365,58.569092
Good,0.767235,5200,0.767235,4,0.999862,0.000138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999862,0.999725,0.0,0,0.928243,1,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1,0.928243,130.977066,143.851379,134.819153,58.959381
Good,0.684138,4203,0.684138,3,0.999945,5.5e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999945,0.999891,0.0,0,0.904319,1,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1,0.904319,132.184326,144.32486,131.809814,54.93042
Good,0.704837,5335,0.704837,5,0.998055,0.001945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.998055,0.99611,0.0,0,0.877047,1,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1,0.877047,131.118259,141.69286,131.330376,53.764183
Good,0.727523,4592,0.727523,4,0.999954,4.6e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999954,0.999908,0.0,0,0.592385,1,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1,0.592385,129.90625,138.926254,126.514648,52.233856
Good,0.638573,3994,0.638573,2,0.999935,6.5e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999935,0.99987,0.0,0,0.641388,1,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1,0.641388,129.815964,138.92363,126.52887,52.125214
Good,0.744501,4199,0.744501,2,0.999799,0.000201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999799,0.999599,0.0,0,0.551176,1,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1,0.551176,133.887604,138.666718,127.330231,51.5289
Good,0.724624,3268,0.724624,6,0.999878,0.000122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999878,0.999756,0.0,0,0.74049,1,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1,0.74049,130.883392,137.21077,127.88916,53.110352
Good,0.705521,3835,0.705521,6,0.998604,0.001396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.998604,0.997207,0.0,0,0.719289,1,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1,0.719289,132.123459,138.638012,127.795929,51.579048
Good,0.736581,3953,0.736581,6,0.998992,0.001008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.998992,0.997984,0.0,0,0.722839,1,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1,0.722839,132.381245,138.678616,127.358543,51.207863
Good,0.706281,3846,0.706281,4,0.999968,3.2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999968,0.999936,0.0,0,0.816848,1,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1,0.816848,131.864151,139.017395,127.803925,51.9104
Good,0.70275,3900,0.70275,4,0.999957,4.3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999957,0.999913,0.0,0,0.78189,1,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1,0.78189,131.910492,139.118637,127.570007,51.492462
Good,0.662177,4259,0.662177,5,0.997934,0.002066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.997934,0.995868,0.0,0,0.728186,1,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1,0.728186,130.2948,141.303085,126.27829,50.510803
Good,1.095537,5088,1.095537,1,0.999492,0.00044,4e-05,1.4e-05,6e-06,5e-06,1e-06,1e-06,1e-06,0.0,0.999492,0.999051,0.0,0,0.609848,1,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1,0.609848,133.91309,141.05463,128.500786,54.174919
Good,0.847897,5087,0.847897,3,0.999994,6e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999994,0.999988,0.0,0,0.764203,1,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1,0.764203,131.345367,139.52182,129.300507,53.927521
Good,0.759676,3803,0.759676,2,0.999966,3.4e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999966,0.999933,0.0,0,0.816155,1,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1,0.816155,132.15324,139.960068,128.754372,54.135712
Good,0.86547,5566,0.86547,4,0.99963,0.00037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99963,0.999259,0.0,0,0.886029,1,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1,0.886029,130.417416,139.660248,129.443977,53.016663
Good,0.749409,4822,0.749409,3,0.999992,8e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999992,0.999985,0.0,0,0.584379,1,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1,0.584379,131.721695,140.07959,128.958771,50.385254
Good,0.833482,4045,0.833482,4,0.997276,0.002723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.997276,0.994553,0.0,0,0.730262,1,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1,0.730262,130.59444,141.09367,130.078453,52.055946
Good,0.95039,18266,0.95039,3,0.99069,0.007703,0.001416,8.8e-05,4e-05,3.5e-05,1.5e-05,1.3e-05,1e-06,0.0,0.99069,0.982987,0.0,0,0.945827,1,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1,0.945827,136.014084,122.675972,66.112457,130.199387
Good,0.526783,9478,0.526783,12,0.998127,0.001698,8.4e-05,6e-05,1.5e-05,9e-06,4e-06,3e-06,0.0,0.0,0.998127,0.996429,0.0,0,0.839144,1,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1,0.839144,132.44136,114.084953,62.689423,124.793289
Good,0.559103,13778,0.559103,7,0.989564,0.010345,3.7e-05,3.2e-05,7e-06,7e-06,5e-06,4e-06,0.0,0.0,0.989564,0.979219,0.0,0,0.93567,1,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1,0.93567,133.542969,123.04121,65.354553,130.631264
Good,0.714696,15611,0.714696,10,0.7163,0.22815,0.055196,0.000148,0.000117,3.7e-05,3.4e-05,1.1e-05,8e-06,0.0,0.7163,0.48815,0.0,0,0.868272,1,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1,0.868272,131.321278,124.021425,61.491844,125.758846
Good,0.842898,21182,0.842898,5,0.979454,0.019281,0.000768,0.000265,0.000104,8.7e-05,3e-05,9e-06,1e-06,0.0,0.979454,0.960174,0.0,0,0.953152,1,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1,0.953152,136.491405,124.71175,62.959633,128.731041
Good,0.663158,11084,0.663158,8,0.997602,0.001543,0.000824,1.3e-05,1.2e-05,3e-06,1e-06,1e-06,0.0,0.0,0.997602,0.996059,0.0,0,0.977939,1,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1,0.977939,136.413742,122.12746,63.573792,129.744652
Good,0.575899,12642,0.575899,7,0.999102,0.000605,0.000279,9e-06,2e-06,1e-06,1e-06,0.0,0.0,0.0,0.999102,0.998498,0.0,0,0.956232,1,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1,0.956232,135.812744,123.036331,64.116028,129.855682
Good,0.674603,14355,0.674603,7,0.996468,0.003156,0.000351,1.2e-05,8e-06,2e-06,2e-06,1e-06,0.0,0.0,0.996468,0.993312,0.0,0,0.964769,1,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1,0.964769,137.260254,123.162785,62.238556,128.356926
Good,0.863769,20955,0.863769,7,0.994955,0.004811,0.000142,8.1e-05,4e-06,3e-06,3e-06,0.0,0.0,0.0,0.994955,0.990144,0.0,0,0.969622,1,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1,0.969622,137.920471,121.201616,63.500824,126.624355
Good,0.535268,8943,0.535268,7,0.997434,0.001835,0.000692,2e-05,8e-06,7e-06,2e-06,2e-06,0.0,0.0,0.997434,0.9956,0.0,0,0.951362,1,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1,0.951362,136.000751,123.171009,63.419334,128.986107
Good,0.915898,21884,0.915898,3,0.987785,0.011911,0.000174,4.9e-05,4e-05,1.8e-05,1.6e-05,7e-06,1e-06,0.0,0.987785,0.975874,0.0,0,0.901574,1,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1,0.901574,136.686005,123.025774,62.641022,127.737057
Good,0.883959,18700,0.883959,8,0.97788,0.021446,0.000606,3.6e-05,1.6e-05,6e-06,5e-06,4e-06,1e-06,0.0,0.97788,0.956435,0.0,0,0.952875,1,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1,0.952875,137.707184,122.626194,64.74826,125.436699
Good,0.591166,9281,0.591166,11,0.851196,0.117828,0.030771,0.000152,2e-05,1.6e-05,9e-06,6e-06,3e-06,0.0,0.851196,0.733368,0.0,0,0.931858,1,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1,0.931858,137.678387,121.324844,65.095863,126.795837
Good,0.85173,20277,0.85173,4,0.665223,0.332824,0.001094,0.000511,0.000163,7.5e-05,5.4e-05,5.1e-05,4e-06,0.0,0.665223,0.332399,0.0,0,0.916307,1,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1,0.916307,134.57317,122.940796,65.110191,131.928192
Good,0.69688,16398,0.69688,8,0.998113,0.001374,0.000261,0.000194,3.5e-05,1.2e-05,7e-06,4e-06,1e-06,0.0,0.998113,0.996739,0.0,0,0.932492,1,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1,0.932492,138.041214,122.118576,63.079285,128.638275
Good,0.552239,13844,0.552239,10,0.917225,0.08244,0.000148,9.2e-05,3.5e-05,3e-05,2.6e-05,4e-06,1e-06,0.0,0.917225,0.834785,0.0,0,0.963036,1,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1,0.963036,136.13298,121.705769,66.814056,131.980919
Good,0.796866,21529,0.796866,7,0.99512,0.003541,0.001073,0.00025,6e-06,5e-06,3e-06,2e-06,0.0,0.0,0.99512,0.991579,0.0,0,0.849454,1,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1,0.849454,134.585144,122.751928,64.386902,124.149738
