GT_Label,AnomalyScore,RegionArea,MaxVal,RegionCount,Burn-Through,Good,Lack of Fusion,Off Position,Other,Presence,Skip-Discontinuity,Splatter,Surface Porosity,Weld Length,CL_ConfMax,CL_ConfMargin,Row1,Col1,Row2,Col2,OD1_ClassID,OD1_Conf,OD1_Cx,OD1_Cy,OD1_W,OD1_H
Good,1.052689,29664,1.052689,3,0.999999,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999999,0.999998,82.604401,116.16938,181.48056,209.233856,1.0,0.99933,162.701618,132.04248,93.064476,98.87616
Good,1.054771,29377,1.054771,2,0.999999,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999999,0.999998,82.31514,115.972961,181.274033,208.826782,1.0,0.999505,162.399872,131.794586,92.853821,98.958893
Good,1.136844,29741,1.136844,1,0.999957,4.3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999957,0.999915,80.133347,110.734489,174.507553,197.243378,1.0,0.99986,153.988934,127.32045,86.508888,94.374207
Good,1.016279,26401,1.016279,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,85.81115,117.548523,174.181519,197.311493,1.0,0.999873,157.430008,129.996334,79.76297,88.370369
Good,0.962148,25980,0.962148,5,0.999999,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999999,0.999999,88.984543,119.421509,174.430374,194.484772,1.0,0.999935,156.95314,131.707458,75.063263,85.445831
Good,0.943298,24423,0.943298,4,0.999999,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999999,0.999998,89.824593,120.447479,175.061493,192.182617,1.0,0.999724,156.315048,132.443043,71.735138,85.2369
Good,1.111651,25034,1.111651,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,87.844711,117.722595,173.991013,183.24942,1.0,0.99926,150.486008,130.917862,65.526825,86.146301
Good,0.975776,22064,0.975776,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,75.064789,86.260155,169.818924,161.308197,1.0,0.995939,123.784176,122.441856,75.048042,94.754135
Good,0.957699,23078,0.957699,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,74.166992,80.475876,171.258041,163.190063,1.0,0.995962,121.83297,122.712517,82.714188,97.091049
Good,1.011758,19598,1.011758,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,75.277283,81.930229,169.433105,157.96167,1.0,0.998115,119.94595,122.355194,76.031441,94.155823
Good,0.950054,23586,0.950054,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,76.716217,98.420708,170.296463,169.153717,1.0,0.999153,133.787212,123.50634,70.733009,93.580246
Good,1.052606,27322,1.052606,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,78.547737,99.157265,167.032379,168.346069,1.0,0.999905,133.751667,122.790058,69.188805,88.484642
Good,1.017155,22559,1.017155,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,70.690933,90.382393,169.099854,171.037506,1.0,0.999865,130.709949,119.895393,80.655113,98.40892
Good,0.993747,22928,0.993747,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,77.802765,99.181549,164.688965,167.747589,1.0,0.99948,133.464569,121.245865,68.56604,86.8862
Good,1.045937,21012,1.045937,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,68.769974,84.98275,170.689331,178.344421,1.0,0.999796,131.663586,119.729652,93.361671,101.919357
Good,1.125131,21980,1.125131,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,71.887177,85.551239,175.183228,175.055359,1.0,0.999962,130.303299,123.535202,89.50412,103.296051
Good,1.013742,23656,1.013742,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,69.316055,82.22567,173.398499,176.340881,1.0,0.999233,129.283276,121.357277,94.115211,104.082443
Good,1.03703,22203,1.03703,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,69.025032,87.518265,175.702423,181.514175,1.0,0.998947,134.51622,122.363728,93.995911,106.677391
Good,1.014578,25135,1.014578,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,65.959496,55.822998,194.087158,222.433136,3.0,0.998408,139.128067,130.023327,166.610138,128.127663
Good,1.056193,26124,1.056193,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,77.907349,87.35318,167.480789,176.723663,1.0,0.999035,132.038422,122.694069,89.370483,89.573441
Good,1.048734,25994,1.048734,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,77.009552,85.347992,167.669296,179.112122,1.0,0.999899,132.230057,122.339424,93.76413,90.659744
Good,1.01818,28125,1.01818,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,71.660614,82.491547,169.939529,180.911255,1.0,0.999887,131.701401,120.800072,98.419708,98.278915
Good,1.04146,26148,1.04146,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,75.8992,89.000824,161.276138,177.826569,1.0,0.999813,133.413696,118.587669,88.825745,85.376938
Good,0.970138,22202,0.970138,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,74.447586,94.473763,160.692612,171.686279,1.0,0.999406,133.080021,117.570099,77.212517,86.245026
Good,1.070143,24449,1.070143,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,76.69072,84.454788,165.523315,177.608322,1.0,0.99969,131.031555,121.107018,93.153534,88.832596
Good,1.076061,25762,1.076061,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,74.864197,90.546776,159.396805,175.765228,1.0,0.999794,133.156002,117.130501,85.218452,84.532608
Good,1.041146,25708,1.041146,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,75.177109,88.755859,159.670517,176.288269,1.0,0.999841,132.522064,117.423813,87.53241,84.493408
Good,1.029845,27428,1.029845,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,74.186569,83.251343,166.114868,179.042297,1.0,0.999903,131.14682,120.150719,95.790955,91.928299
Good,1.044767,28339,1.044767,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,78.327477,87.716766,170.95343,177.23526,1.0,0.999841,132.476013,124.640453,89.518494,92.625954
Good,1.03945,26246,1.03945,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,77.546227,91.37989,165.739044,171.039642,1.0,0.999907,131.209766,121.642635,79.659752,88.192818
Good,1.05494,25676,1.05494,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,77.508194,91.462105,164.753189,169.478912,1.0,0.999907,130.470509,121.130692,78.016808,87.244995
Good,1.041017,26003,1.041017,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,79.355286,94.106712,168.855301,174.265198,1.0,0.999803,134.185955,124.105293,80.158485,89.500015
Good,1.053855,25747,1.053855,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,79.506142,93.72319,168.403168,172.19368,1.0,0.999905,132.958435,123.954655,78.47049,88.897026
Good,0.953002,24329,0.953002,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,75.66452,92.863182,163.117249,169.456665,1.0,0.999981,131.159924,119.390884,76.593483,87.452728
Good,0.986697,24998,0.986697,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,75.535797,93.185379,163.265182,170.474197,1.0,0.999977,131.829788,119.40049,77.288818,87.729385
Good,1.081721,25413,1.081721,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,76.522263,87.621124,163.131226,176.631866,1.0,0.999623,132.126495,119.826744,89.010742,86.608963
Good,1.018474,28117,1.018474,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,80.162125,99.951157,163.238556,166.327377,1.0,0.999498,133.139267,121.70034,66.376221,83.076431
Good,0.948866,24926,0.948866,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,75.932068,83.020782,170.681183,176.47702,1.0,0.998765,129.748901,123.306625,93.456238,94.749115
Good,0.887914,20294,0.887914,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,80.048294,92.268143,175.113739,175.335526,1.0,0.997946,133.801834,127.581017,83.067383,95.065445
Good,0.969394,23304,0.969394,2,0.999999,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999999,0.999999,76.091042,93.457794,170.976379,172.245239,1.0,0.876915,132.851517,123.53371,78.787445,94.885338
Bad,1.18232,29764,1.18232,4,0.999998,2e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999998,0.999996,74.843018,114.102211,179.424606,207.279663,7.0,0.998724,160.690937,127.133812,93.177452,104.581589
Bad,1.304398,28279,1.304398,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,71.842766,107.996765,181.912659,205.367157,7.0,0.999218,156.681961,126.877712,97.370392,110.069893
Bad,1.203968,29182,1.203968,1,0.999998,2e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999998,0.999996,70.670486,104.02063,184.774658,212.88913,7.0,0.9997,158.45488,127.722572,108.8685,114.104172
Bad,1.284286,29004,1.284286,3,0.999998,2e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999998,0.999996,75.329941,109.799789,180.557968,207.610733,7.0,0.997221,158.705261,127.943954,97.810944,105.228027
Bad,1.243295,29714,1.243295,1,0.999986,1.4e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999986,0.999972,68.95784,107.867172,184.136856,222.040848,7.0,0.999831,164.95401,126.547348,114.173676,115.179016
Bad,1.048146,29781,1.048146,2,0.999983,1.7e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999983,0.999966,74.238998,112.696373,179.049026,207.645386,7.0,0.998912,160.170879,126.644012,94.949013,104.810028
Bad,1.268158,30047,1.268158,1,0.999985,1.5e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999985,0.999969,67.841324,103.651642,175.372696,212.901398,7.0,0.996487,158.27652,121.60701,109.249756,107.531372
Bad,1.304914,30903,1.304914,1,0.999883,0.000117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999883,0.999765,95.515213,118.699951,169.036911,203.430237,8.0,0.966973,161.065094,132.276062,84.730286,73.521698
Bad,1.255498,30960,1.255498,1,0.999883,0.000117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999883,0.999765,95.033218,119.706154,168.872635,204.794739,8.0,0.96715,162.250446,131.952927,85.088585,73.839417
Bad,1.131313,23926,1.131313,6,0.999999,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999999,0.999998,69.714569,84.310318,191.481689,211.037979,3.0,0.995775,147.674149,130.598129,126.727661,121.76712
Bad,1.1032,27021,1.1032,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,58.932098,89.040619,179.749985,217.886505,3.0,0.999504,153.463562,119.341042,128.845886,120.817886
Bad,1.080285,24710,1.080285,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,68.306969,92.718971,190.45874,216.101227,3.0,0.990862,154.410099,129.382854,123.382256,122.151772
Bad,1.070187,25799,1.070187,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,70.841614,78.851135,190.883759,210.169617,4.0,0.971755,144.510376,130.862686,131.318481,120.042145
Bad,1.129602,24270,1.129602,7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,68.817459,86.735779,190.514633,216.057648,3.0,0.992331,151.396713,129.666046,129.321869,121.697174
Bad,1.137756,24510,1.137756,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.999999,68.151047,70.415352,185.083038,204.237183,4.0,0.985269,137.326267,126.617043,133.821831,116.931992
Bad,1.07965,29070,1.07965,4,0.999996,4e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999996,0.999992,67.139664,66.880142,182.980972,203.717392,4.0,0.974891,135.298767,125.060318,136.83725,115.841309
Bad,1.13774,24251,1.13774,8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,70.219223,67.921677,186.645432,204.477341,4.0,0.945264,136.199509,128.432327,136.555664,116.426208
Bad,1.100394,26872,1.100394,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,68.639832,66.682129,186.239716,203.342072,4.0,0.97905,135.0121,127.439774,136.659943,117.599884
Bad,0.996241,26842,0.996241,5,0.999998,2e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999998,0.999996,63.284435,67.63488,185.938477,201.755249,4.0,0.974382,134.695065,124.611456,134.120369,122.654041
Bad,1.091193,28719,1.091193,6,0.999999,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999999,0.999998,69.393082,93.346306,186.915207,228.694183,5.0,0.999932,161.020245,128.154144,135.347878,117.522125
Bad,1.075077,28652,1.075077,7,0.999999,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999999,0.999999,72.49675,88.246857,183.936935,213.371613,5.0,0.999987,150.809235,128.216843,125.124756,111.440186
Bad,1.096071,28462,1.096071,5,0.999998,2e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999998,0.999996,69.660126,83.676933,184.608414,221.693726,5.0,0.999738,152.685329,127.13427,138.016792,114.948288
Bad,0.984351,32223,0.984351,4,0.999979,2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999979,0.999959,74.733887,85.051918,185.476593,237.20752,5.0,0.999761,161.129719,130.10524,152.155602,110.742706
Bad,1.041524,27870,1.041524,8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,73.569138,103.185043,180.741806,218.15303,5.0,0.999925,160.669037,127.155472,114.967987,107.172668
Bad,1.089218,29418,1.089218,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,67.559853,81.806343,186.690826,226.996033,5.0,0.999711,154.401188,127.12534,145.18969,119.130974
Bad,1.064668,29429,1.064668,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.999999,72.408554,87.17762,187.119339,218.08078,5.0,0.99996,152.6292,129.763947,130.90316,114.710785
Bad,1.111938,29294,1.111938,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.999999,73.090546,79.317337,185.043182,216.329025,5.0,0.999857,147.823181,129.066864,137.011688,111.952637
Bad,1.123143,30054,1.123143,8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.999999,73.178467,78.568466,184.089874,216.986954,5.0,0.999628,147.77771,128.634171,138.418488,110.911407
Bad,1.091483,31442,1.091483,7,0.999996,4e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999996,0.999992,73.193153,100.912117,187.923798,229.337433,5.0,0.999962,165.124775,130.558475,128.425316,114.730644
Bad,1.102661,29035,1.102661,7,0.999998,2e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999998,0.999996,67.783264,81.813431,186.652603,221.101486,5.0,0.999913,151.457458,127.217934,139.288055,118.869339
Bad,1.103467,31293,1.103467,9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,74.239265,81.6661,185.361755,220.640656,5.0,0.999795,151.153378,129.80051,138.974556,111.12249
Bad,1.102356,31674,1.102356,7,0.999999,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999999,0.999997,71.068436,82.00766,185.262466,215.467621,5.0,0.99995,148.73764,128.165451,133.459961,114.194031
Bad,1.064391,34621,1.064391,4,0.99999,1.1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99999,0.999979,77.855759,81.235443,184.532272,227.621887,5.0,0.999853,154.428665,131.194016,146.386444,106.676514
Bad,1.09079,33329,1.09079,4,0.999999,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999999,0.999997,74.243011,72.13929,184.584503,214.503693,5.0,0.999897,143.321491,129.413757,142.364403,110.341492
Bad,1.084295,30224,1.084295,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.999999,73.040802,86.141678,185.320465,209.322342,5.0,0.999947,147.73201,129.180634,123.180664,112.279663
Bad,1.105345,33231,1.105345,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,75.372772,82.453445,181.662109,202.152206,5.0,0.999943,142.302826,128.517441,119.698761,106.289337
Bad,1.077692,31285,1.077692,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,72.58493,74.733765,183.725647,207.952667,5.0,0.999951,141.343216,128.155289,133.218903,111.140717
Bad,1.057299,30666,1.057299,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,75.343506,81.59845,186.259399,206.182953,5.0,0.999972,143.890701,130.801453,124.584503,110.915894
Bad,1.091282,30010,1.091282,7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,70.397522,78.778931,182.119995,214.889557,5.0,0.999877,146.834244,126.258759,136.110626,111.722473
Bad,0.979676,24776,0.979676,5,0.999999,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999999,0.999998,79.262062,110.491997,184.050049,201.76767,0.0,0.999816,156.129833,131.656055,91.275673,104.787987
Bad,1.012682,28039,1.012682,2,0.999986,1.4e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999986,0.999973,75.497055,104.936401,185.993088,204.86319,0.0,0.999983,154.899796,130.745071,99.926788,110.496033
Bad,1.100158,24927,1.100158,2,0.999998,2e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999998,0.999995,77.272125,107.819878,181.908966,199.942719,0.0,0.999962,153.881298,129.590546,92.122841,104.636841
Bad,0.966945,26951,0.966945,5,0.999957,4.3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999957,0.999914,80.361771,110.117188,180.741287,199.590149,0.0,0.999575,154.853668,130.551529,89.472961,100.379517
Bad,1.046095,29122,1.046095,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,80.497635,107.617752,179.04686,197.04921,0.0,0.997147,152.333481,129.772247,89.431458,98.549225
Bad,1.062949,28073,1.062949,3,0.999998,2e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999998,0.999996,80.880173,111.390442,180.924393,201.025177,0.0,0.999915,156.207809,130.902283,89.634735,100.04422
Bad,1.009932,27392,1.009932,4,0.999999,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999999,0.999999,71.573761,100.232956,188.366821,210.412094,7.0,0.995379,155.322525,129.970291,110.179138,116.79306
Bad,0.990202,29758,0.990202,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.999999,80.568314,119.617912,181.140182,205.777618,0.0,0.980206,162.697765,130.854248,86.159706,100.571869
Bad,1.013892,24781,1.013892,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.999999,81.239563,108.50811,182.640137,199.702667,0.0,0.99994,154.105389,131.93985,91.194557,101.400574
Bad,1.114095,27281,1.114095,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.999999,79.475067,112.378716,180.360291,202.602417,0.0,0.999945,157.490566,129.917679,90.223701,100.885223
Bad,1.088413,24298,1.088413,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.999999,78.375854,110.0905,184.940216,201.601944,0.0,0.999973,155.846222,131.658035,91.511444,106.564362
Bad,0.969073,25854,0.969073,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,75.152771,109.585358,182.809265,204.16153,0.0,0.999944,156.873444,128.981018,94.576172,107.656494
Bad,1.033414,23597,1.033414,7,0.999999,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999999,0.999999,77.803757,109.608673,180.86467,199.200165,0.0,0.999788,154.404419,129.334213,89.591492,103.060913
Bad,1.001948,24384,1.001948,2,0.999999,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999999,0.999999,79.651024,110.486717,180.30069,201.057861,0.0,0.999837,155.772289,129.975857,90.571144,100.649666
Bad,1.059147,28029,1.059147,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,65.649582,85.17144,189.26799,217.015167,3.0,0.985899,151.093304,127.458786,131.843727,123.618408
Bad,1.022209,23587,1.022209,4,0.999996,4e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999996,0.999993,80.995529,110.929382,185.018875,204.17218,0.0,0.999844,157.550781,133.007202,93.242798,104.023346
Bad,0.941653,24850,0.941653,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.999999,76.262871,108.854858,186.678558,203.529388,0.0,0.999994,156.192123,131.470715,94.67453,110.415688
Bad,0.935978,25104,0.935978,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,78.052322,109.221405,184.890305,205.373657,0.0,0.999991,157.297531,131.471313,96.152252,106.837982
Bad,1.014179,31353,1.014179,6,0.999891,0.000109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999891,0.999782,80.678558,119.823044,173.431427,203.820663,0.0,0.99912,161.821854,127.054993,83.99762,92.752869
Bad,1.126408,29499,1.126408,9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,70.159454,68.271416,196.092621,219.922089,3.0,0.996741,144.096752,133.126038,151.650673,125.933167
Bad,0.946955,24935,0.946955,2,0.999999,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999999,0.999999,91.160721,112.110886,180.85051,198.755173,8.0,0.984345,155.433029,136.005615,86.644287,89.689789
Bad,0.973855,27196,0.973855,3,0.999988,1.2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999988,0.999976,77.025505,106.277512,187.127472,207.717392,0.0,0.999967,156.997452,132.076488,101.43988,110.101967
Bad,0.960732,25326,0.960732,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.999999,77.254364,105.291,188.904663,205.850571,0.0,0.999994,155.570786,133.079514,100.55957,111.650299
Bad,1.01575,24647,1.01575,2,0.999999,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999999,0.999999,75.708,107.951622,184.381134,205.288513,0.0,0.999999,156.620068,130.044567,97.336891,108.673134
Bad,1.103814,32418,1.103814,8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,66.531494,69.941742,193.75766,219.197083,3.0,0.992143,144.569412,130.144577,149.255341,127.226166
Bad,0.997852,24998,0.997852,3,0.999998,2e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999998,0.999997,77.942421,107.481094,188.369019,208.322372,0.0,0.999935,157.901733,133.15572,100.841278,110.426598
Bad,1.026037,24844,1.026037,4,0.999987,1.3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999987,0.999974,78.62455,106.698914,188.019623,206.471527,0.0,0.999932,156.58522,133.322086,99.772614,109.395073
Bad,1.118362,25743,1.118362,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,86.703705,120.566505,171.953583,197.321075,8.0,0.998836,158.94379,129.328644,76.75457,85.249878
Bad,1.148768,27258,1.148768,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,89.016159,117.993622,172.135513,192.735718,8.0,0.99945,155.36467,130.575836,74.742096,83.119354
Bad,1.052263,26295,1.052263,3,0.999999,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999999,0.999998,88.314819,117.701202,172.268768,191.590454,8.0,0.999135,154.645828,130.291794,73.889252,83.953949
Bad,1.0727,25731,1.0727,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.999999,87.068161,118.192726,172.106949,195.375519,8.0,0.999306,156.784122,129.587555,77.182793,85.038788
Bad,1.021926,29489,1.021926,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,66.126831,69.17646,193.450012,220.380615,3.0,0.996689,144.778538,129.788422,151.204155,127.323181
Bad,0.996775,26949,0.996775,3,0.999998,2e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999998,0.999997,91.863052,119.253983,175.125168,188.256119,8.0,0.999877,153.755051,133.49411,69.002136,83.262115
Bad,1.037531,28281,1.037531,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,66.172928,67.140388,193.786148,223.576752,3.0,0.997329,145.35857,129.979538,156.436363,127.61322
Bad,0.999302,28265,0.999302,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.999999,65.306992,69.32782,192.904922,216.379944,3.0,0.983585,142.853882,129.105957,147.052124,127.597931
Bad,1.146023,25699,1.146023,4,0.999999,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999999,0.999998,56.022896,78.446228,177.787109,217.40564,3.0,0.995791,147.925934,116.905003,138.959412,121.764214
Bad,1.089245,28467,1.089245,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,65.52713,62.843658,192.469574,221.085754,3.0,0.994632,141.964706,128.998352,158.242096,126.942444
Bad,1.110156,28403,1.110156,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,65.334229,66.165527,193.454895,220.066559,3.0,0.993201,143.116043,129.394562,153.901031,128.120667
