GT_Label,AnomalyScore,RegionArea,MaxVal,RegionCount,Burn Through,Good,Notching,Porosity,CL_ConfMax,CL_ConfMargin,Row1,Col1,Length1,Length2,PHI,OD1_ClassID,OD1_Conf
Bad,0.790787,4359,0.790787,8,0.920271,0.079333,0.000395,0.0,0.920271,0.840938,231.638657,300.662781,98.862129,104.062988,1.165529,0.0,0.987559
Bad,0.814136,4381,0.814136,8,0.854222,0.143008,0.00277,0.0,0.854222,0.711214,218.720398,294.771606,99.267426,102.559052,1.175996,0.0,0.99877
Bad,0.819226,4345,0.819226,16,0.761255,0.23638,0.002365,0.0,0.761255,0.524875,225.865112,297.663788,99.147316,97.73056,1.138832,0.0,0.999929
Bad,0.837033,4667,0.837033,8,0.635202,0.30975,0.055047,0.0,0.635202,0.325452,218.875336,291.585571,99.766556,102.529251,1.192796,0.0,0.999988
Bad,0.742282,5001,0.742282,7,0.550538,0.445515,0.003889,5.9e-05,0.550538,0.105023,248.498489,235.926834,102.130295,102.795197,1.391696,0.0,0.999998
Bad,0.735823,4963,0.735823,4,0.874488,0.123935,0.001576,0.0,0.874488,0.750552,244.447479,234.516144,102.550018,100.792053,1.521618,0.0,1.0
Bad,0.798722,4881,0.798722,5,0.791704,0.195602,0.012694,0.0,0.791704,0.596102,240.23616,243.252304,101.145416,101.912033,1.442773,0.0,0.999999
Bad,0.764579,4759,0.764579,9,0.561022,0.429309,0.009663,6e-06,0.561022,0.131713,226.306046,241.229294,103.543007,105.264244,1.426636,0.0,0.999996
Bad,0.75828,4763,0.75828,5,0.746537,0.251199,0.00226,4e-06,0.746537,0.495338,230.608673,244.695923,101.409218,102.148811,1.403537,0.0,0.999999
Bad,0.788939,4707,0.788939,3,0.8677,0.095478,0.036814,8e-06,0.8677,0.772221,246.289215,243.742325,98.823982,105.085587,1.352154,0.0,0.999995
Bad,0.786769,5242,0.786769,6,0.630843,0.311348,0.057795,1.4e-05,0.630843,0.319495,228.772247,258.579315,95.65522,100.087898,1.354961,0.0,0.999999
Bad,0.777295,4825,0.777295,6,0.58613,0.399801,0.014062,8e-06,0.58613,0.186329,225.886444,237.58284,98.853241,104.916672,1.313329,0.0,1.0
Bad,0.759435,4549,0.759435,4,0.69114,0.306184,0.002675,0.0,0.69114,0.384956,226.094467,233.413498,95.247086,100.900337,1.291604,0.0,1.0
Bad,0.790177,5609,0.790177,3,0.99922,0.000746,3.4e-05,0.0,0.99922,0.998475,250.299545,246.668198,100.356514,105.482437,1.415798,0.0,0.999997
Bad,0.731549,4909,0.731549,3,0.96722,0.032374,0.000406,0.0,0.96722,0.934846,269.55011,243.387268,98.762619,101.840393,1.338852,0.0,0.999994
Bad,0.729062,5205,0.729062,7,0.965184,0.033837,0.000979,0.0,0.965184,0.931347,277.572754,286.970398,105.684616,103.302872,1.151474,0.0,0.999864
Bad,0.757661,4930,0.757661,5,0.996148,0.002796,0.001057,0.0,0.996148,0.993352,277.606262,282.942169,113.900818,100.860825,1.193796,0.0,0.999985
Bad,0.738034,4695,0.738034,5,0.90548,0.092237,0.002219,6.3e-05,0.90548,0.813243,264.810791,279.915588,106.171059,104.680367,1.216039,0.0,0.999988
Bad,0.759704,4622,0.759704,6,0.964614,0.033563,0.001822,1e-06,0.964614,0.931051,264.059631,278.746643,106.691544,104.92981,1.201568,0.0,0.999965
Bad,0.764907,4412,0.764907,5,0.882618,0.114992,0.002389,1e-06,0.882618,0.767626,260.431763,291.830566,102.206795,99.984406,1.184255,0.0,0.999978
Bad,0.721632,4731,0.721632,5,0.889511,0.103702,0.006785,2e-06,0.889511,0.785809,274.011017,287.743317,105.300323,104.066849,1.240785,0.0,0.999346
Bad,0.7909,6756,0.7909,7,0.718187,0.207019,0.074601,0.000192,0.718187,0.511168,254.929703,289.085938,107.250565,102.20636,1.241469,0.0,0.999963
Bad,0.80617,5765,0.80617,5,0.742605,0.19895,0.058444,1e-06,0.742605,0.543655,252.181702,300.324005,99.074333,100.015961,1.200047,0.0,0.999967
Bad,0.755617,6175,0.755617,5,0.88893,0.05942,0.051649,1e-06,0.88893,0.82951,243.096817,313.193665,97.953125,97.134453,1.187502,0.0,0.999993
Bad,0.771799,4731,0.771799,10,0.962885,0.03651,0.000605,0.0,0.962885,0.926375,201.657074,248.413513,96.519318,98.890709,1.183458,0.0,0.999998
Bad,0.729795,3340,0.729795,16,0.764334,0.152849,0.081904,0.000913,0.764334,0.611484,266.57486,287.386932,98.601181,95.251564,1.120779,0.0,0.999998
Bad,0.739734,4154,0.739734,12,0.9631,0.029193,0.007705,2e-06,0.9631,0.933908,263.986755,278.387787,98.286301,98.070885,1.12761,0.0,0.999964
Bad,0.744165,3047,0.744165,19,0.991525,0.008413,6.2e-05,0.0,0.991525,0.983113,241.677628,259.975006,97.514496,97.964424,1.122189,0.0,0.999991
Bad,0.749312,2788,0.749312,10,0.961115,0.038753,0.000132,0.0,0.961115,0.922362,252.989532,255.598328,95.904106,103.978455,1.076187,0.0,0.999996
Bad,0.849557,3279,0.849557,5,0.896299,0.099085,0.00461,6e-06,0.896299,0.797215,288.00177,277.249603,102.739517,100.572601,1.605959,0.0,0.999662
Bad,0.853779,3326,0.853779,4,0.726186,0.209233,0.060426,0.004154,0.726186,0.516953,270.31665,297.391663,102.580711,102.4935,1.459182,0.0,0.999987
Bad,0.861549,4400,0.861549,5,0.935471,0.038897,0.025628,5e-06,0.935471,0.896574,232.622971,256.694183,104.700531,102.186897,1.437698,0.0,0.999949
Bad,0.861806,3446,0.861806,6,0.475517,0.403391,0.121043,4.9e-05,0.475517,0.072126,250.308151,269.723267,107.30262,101.613167,1.48677,0.0,0.999704
Bad,0.86816,4249,0.86816,2,0.443592,0.377985,0.178355,6.8e-05,0.443592,0.065607,247.924942,259.881622,102.486176,100.163132,1.618064,0.0,0.999912
Bad,0.849249,4112,0.849249,3,0.49422,0.28529,0.204988,0.015501,0.49422,0.20893,239.064896,253.324905,101.439392,103.203819,1.388426,0.0,0.999758
Bad,0.868943,4289,0.868943,4,0.740227,0.235943,0.023748,8.2e-05,0.740227,0.504284,244.982132,259.956818,101.511269,100.563568,1.376471,0.0,0.998505
Bad,0.630003,3468,0.630003,4,0.605186,0.215781,0.179017,1.6e-05,0.605186,0.389405,253.081238,233.081451,104.987633,101.237144,1.574769,0.0,0.999997
Bad,0.628065,3034,0.628065,3,0.509824,0.487696,0.002478,2e-06,0.509824,0.022128,256.99704,243.897873,108.587517,104.06382,1.613177,0.0,1.0
Bad,0.726133,2544,0.726133,6,0.920692,0.051595,0.025275,0.002438,0.920692,0.869097,238.571182,234.742172,107.262207,106.423416,1.624979,0.0,0.999997
Bad,0.784502,3468,0.784502,10,0.81728,0.170139,0.010855,0.001725,0.81728,0.64714,250.977142,214.897324,109.129875,103.464127,1.663968,0.0,0.999997
Bad,0.6839,3128,0.6839,2,0.872153,0.120267,0.005577,0.002003,0.872153,0.751886,244.397476,238.32869,108.187805,105.312981,1.548795,0.0,0.999982
Bad,0.69207,2291,0.69207,5,0.958656,0.036862,0.003679,0.000803,0.958656,0.921795,243.628403,248.920456,108.52887,109.964195,1.5986,0.0,0.999998
Bad,0.736532,1955,0.736532,13,0.994374,0.004112,0.001261,0.000254,0.994374,0.990262,240.043335,245.534683,106.500633,107.107407,1.637991,0.0,0.999995
Bad,0.727066,1940,0.727066,8,0.979225,0.010513,0.010125,0.000137,0.979225,0.968712,230.087524,247.35025,107.800873,109.228279,1.631204,0.0,0.999989
Bad,0.624947,1937,0.624947,5,0.972326,0.023822,0.003577,0.000275,0.972326,0.948504,236.115845,243.918076,107.905914,107.443321,1.581138,0.0,0.999995
Bad,0.715263,2006,0.715263,6,0.956655,0.040663,0.001746,0.000936,0.956655,0.915992,238.780136,250.377258,107.804092,105.681816,1.570507,0.0,0.99999
Bad,0.843909,3089,0.843909,2,0.99158,0.00521,0.00321,0.0,0.99158,0.986369,230.91539,239.884079,104.178825,102.056595,1.627649,0.0,0.999999
Bad,0.809423,2790,0.809423,3,0.932585,0.044294,0.022886,0.000235,0.932585,0.888291,240.755859,232.716965,106.128792,102.33062,1.608069,0.0,0.999999
Bad,0.715939,2912,0.715939,2,0.880726,0.098243,0.019261,0.001771,0.880726,0.782483,230.015854,240.415375,106.08165,106.289757,1.574316,0.0,0.999997
Bad,0.639228,2378,0.639228,1,0.988472,0.005964,0.005561,3e-06,0.988472,0.982508,239.784073,259.999908,108.211349,109.644928,1.579354,0.0,1.0
Bad,0.655128,2218,0.655128,2,0.967418,0.027776,0.004757,4.9e-05,0.967418,0.939641,237.184128,257.146912,105.702789,105.347092,1.608237,0.0,0.999997
Bad,0.708783,2782,0.708783,4,0.840275,0.08398,0.073024,0.00272,0.840275,0.756295,243.929947,250.654739,107.372108,109.039665,1.603975,0.0,0.999998
Bad,0.732348,4269,0.732348,4,0.967925,0.018496,0.01354,3.9e-05,0.967925,0.949428,248.410675,236.935577,107.788948,107.125366,1.58133,0.0,0.999999
Bad,0.855868,2700,0.855868,1,0.924642,0.053862,0.021466,3e-05,0.924642,0.87078,225.438705,274.177246,102.014122,102.936089,1.4795,0.0,0.99998
Bad,0.724088,2426,0.724088,3,0.889805,0.064877,0.045268,5e-05,0.889805,0.824929,244.975815,275.775543,108.466904,105.964882,1.614552,0.0,0.999999
Bad,0.485222,1524,0.485222,20,0.825918,0.096051,0.077865,0.000166,0.825918,0.729867,271.014709,289.138245,103.004425,102.805344,1.461046,0.0,0.999999
Bad,0.391589,389,0.391589,3,0.966964,0.032926,0.000109,0.0,0.966964,0.934038,262.351593,254.785751,105.357018,107.807961,1.601135,0.0,1.0
Bad,0.388893,197,0.388893,5,0.797382,0.19632,0.00587,0.000428,0.797382,0.601063,249.121246,267.394958,108.488365,106.088173,1.606499,0.0,1.0
Bad,0.394549,382,0.394549,9,0.676809,0.303433,0.019722,3.7e-05,0.676809,0.373376,268.274414,267.872467,107.663673,106.968262,1.584506,0.0,0.999999
Bad,0.411405,643,0.411405,13,0.898263,0.098179,0.003476,8.1e-05,0.898263,0.800085,266.432098,264.97934,105.886734,104.943199,1.587474,0.0,0.999996
Bad,0.643042,1752,0.643042,4,0.840779,0.156551,0.002659,1.1e-05,0.840779,0.684229,242.328964,238.773224,107.174683,108.04882,1.566113,0.0,0.999998
Bad,0.451261,479,0.451261,9,0.576421,0.367983,0.038111,0.017485,0.576421,0.208438,253.015442,268.15213,109.317963,106.558281,1.577885,0.0,0.999989
